volAc,chlorides,density,fixAc,totalSuDi,citAc,resSu,pH,sulphates,freeSulDi,alcohol,quality*
0.4,0.084,0.9984,10.8,17.0,0.41,2.2,3.08,0.67,7.0,9.3,Fine
0.8,0.084,0.9979,8.6,31.0,0.11,2.3,3.4,0.48,12.0,9.9,Fine
0.78,0.081,0.9983,8.3,87.0,0.1,2.6,3.48,0.53,45.0,10.0,Fine
0.26,0.06,0.9972,10.8,49.0,0.45,3.3,3.13,0.54,20.0,9.6,Fine
0.43,0.07,1.0004,13.3,40.0,0.58,1.9,3.06,0.49,15.0,9.0,Fine
0.45,0.094,0.9962,8.0,29.0,0.23,2.2,3.21,0.49,16.0,10.2,Fine
0.46,0.078,0.998,8.5,58.0,0.31,2.25,3.33,0.54,32.0,9.8,Fine
0.78,0.059,0.997,8.1,15.0,0.23,2.6,3.37,0.56,5.0,11.3,Fine
0.98,0.078,0.998,9.8,152.0,0.32,2.3,3.25,0.48,35.0,9.4,Fine
0.78,0.059,0.997,8.1,15.0,0.23,2.6,3.37,0.56,5.0,11.3,Fine
0.65,0.07,0.997,7.1,40.0,0.18,1.8,3.44,0.6,13.0,9.1,Fine
0.64,0.095,0.9998,9.1,38.0,0.23,3.1,3.28,0.59,13.0,9.7,Fine
0.66,0.039,0.9962,7.7,9.0,0.04,1.6,3.4,0.47,4.0,9.4,Fine
0.38,0.157,0.9976,8.1,17.0,0.48,1.8,3.3,1.05,5.0,9.4,Fine
0.92,0.087,0.9998,9.2,93.0,0.24,2.6,3.48,0.54,12.0,9.8,Fine
0.49,0.422,0.9979,8.6,62.0,0.51,2.0,3.03,1.17,16.0,9.0,Fine
0.48,0.084,0.9984,9.0,122.0,0.32,2.8,3.32,0.62,21.0,9.4,Fine
0.47,0.084,0.9984,9.0,125.0,0.31,2.7,3.31,0.61,24.0,9.4,Fine
0.47,0.034,0.9921,5.1,44.0,0.02,1.3,3.9,0.62,18.0,12.8,Fine
0.65,0.066,0.9972,7.0,25.0,0.02,2.1,3.47,0.67,8.0,9.5,Fine
0.65,0.066,0.9972,7.0,25.0,0.02,2.1,3.47,0.67,8.0,9.5,Fine
0.615,0.087,1.0001,9.4,72.0,0.28,3.2,3.31,0.53,18.0,9.7,Fine
0.38,0.071,0.9986,11.8,19.0,0.55,2.1,3.11,0.62,5.0,10.8,Fine
1.02,0.076,0.9984,10.6,88.0,0.43,2.9,3.08,0.57,26.0,10.1,Fine
0.65,0.066,0.9972,7.0,25.0,0.02,2.1,3.47,0.67,8.0,9.5,Fine
0.64,0.067,0.997,7.0,23.0,0.02,2.1,3.47,0.67,9.0,9.4,Fine
1.035,0.073,0.999,8.4,54.0,0.15,6.0,3.37,0.49,11.0,9.9,Fine
0.78,0.093,0.9956,7.0,19.0,0.08,2.0,3.4,0.47,10.0,10.0,Fine
0.49,0.077,0.9966,7.4,37.0,0.19,3.0,3.37,0.51,16.0,10.5,Fine
0.545,0.068,0.996,7.8,35.0,0.12,2.5,3.34,0.61,11.0,11.6,Fine
0.31,0.062,0.9983,9.7,33.0,0.47,1.6,3.27,0.66,13.0,10.0,Fine
1.025,0.08,0.9985,10.6,84.0,0.43,2.8,3.06,0.57,21.0,10.1,Fine
0.565,0.093,0.9998,8.9,112.0,0.34,3.0,3.38,0.61,16.0,9.5,Fine
0.69,0.084,0.9992,8.7,33.0,0.0,3.2,3.36,0.45,13.0,9.4,Fine
0.43,0.075,0.9976,8.0,48.0,0.36,2.3,3.34,0.46,10.0,9.4,Fine
0.74,0.078,0.998,9.9,77.0,0.28,2.6,3.28,0.51,21.0,9.8,Fine
0.49,0.069,0.9967,7.2,34.0,0.18,2.7,3.29,0.48,13.0,9.2,Fine
0.43,0.075,0.9976,8.0,48.0,0.36,2.3,3.34,0.46,10.0,9.4,Fine
0.46,0.079,0.9968,7.6,49.0,0.11,2.6,3.21,0.57,12.0,10.0,Fine
0.56,0.082,0.9976,8.4,22.0,0.04,2.0,3.22,0.44,10.0,9.6,Fine
0.66,0.086,0.9976,7.1,45.0,0.0,3.9,3.46,0.54,17.0,9.5,Fine
0.56,0.082,0.9976,8.4,22.0,0.04,2.0,3.22,0.44,10.0,9.6,Fine
0.48,0.094,0.9982,8.9,106.0,0.24,2.85,3.1,0.53,35.0,9.2,Fine
0.42,0.084,0.9968,7.6,48.0,0.08,2.7,3.21,0.59,15.0,10.0,Fine
0.31,0.053,0.9965,7.1,127.0,0.3,2.2,2.94,1.62,36.0,9.5,Fine
0.66,0.077,0.9976,9.0,13.0,0.17,3.0,3.29,0.55,5.0,10.4,Fine
0.72,0.084,0.9994,8.1,49.0,0.09,2.8,3.43,0.72,18.0,11.1,Fine
0.57,0.067,0.997,6.4,11.0,0.02,1.8,3.46,0.68,4.0,9.5,Fine
0.57,0.067,0.997,6.4,11.0,0.02,1.8,3.46,0.68,4.0,9.5,Fine
0.865,0.071,0.995,6.4,58.0,0.03,3.2,3.61,0.49,27.0,12.7,Fine
0.55,0.387,0.9982,9.5,37.0,0.66,2.3,3.17,0.67,12.0,9.6,Fine
0.875,0.088,0.9994,8.9,14.0,0.13,3.45,3.44,0.52,4.0,11.5,Fine
0.835,0.092,0.9966,7.3,19.0,0.03,2.1,3.39,0.47,10.0,9.6,Fine
0.45,0.082,0.998,7.0,72.0,0.34,2.7,3.55,0.6,16.0,9.5,Fine
0.56,0.075,0.9987,7.7,39.0,0.2,2.0,3.48,0.62,9.0,9.3,Fine
0.965,0.112,0.9963,7.7,22.0,0.1,2.1,3.26,0.5,11.0,9.5,Fine
0.965,0.112,0.9963,7.7,22.0,0.1,2.1,3.26,0.5,11.0,9.5,Fine
0.59,0.093,1.0002,8.2,58.0,0.0,2.5,3.5,0.65,19.0,9.3,Fine
0.46,0.092,0.9983,9.0,104.0,0.23,2.8,3.1,0.56,28.0,9.2,Fine
0.69,0.088,0.999,9.0,38.0,0.0,2.4,3.35,0.6,19.0,9.3,Fine
0.76,0.075,0.9965,8.3,16.0,0.29,4.2,3.45,0.68,12.0,11.5,Fine
0.53,0.078,0.99788,9.2,139.0,0.24,2.6,3.21,0.57,28.0,9.5,Fine
0.615,0.065,0.9972,6.5,18.0,0.0,1.9,3.46,0.65,9.0,9.2,Fine
0.41,0.096,1.00024,11.6,101.0,0.58,2.8,3.13,0.53,25.0,10.0,Fine
0.39,0.095,1.0001,11.1,101.0,0.54,2.7,3.13,0.51,21.0,9.5,Fine
0.51,0.07,0.99768,7.3,28.0,0.18,2.1,3.52,0.73,12.0,9.5,Fine
0.34,0.08,0.9978,8.2,57.0,0.38,2.5,3.3,0.47,12.0,9.0,Fine
0.33,0.083,0.99782,8.6,68.0,0.4,2.6,3.3,0.48,16.0,9.4,Fine
0.5,0.071,0.99761,7.2,31.0,0.18,2.1,3.52,0.72,12.0,9.6,Fine
0.51,0.07,0.99768,7.3,28.0,0.18,2.1,3.52,0.73,12.0,9.5,Fine
0.65,0.089,0.99803,8.3,40.0,0.1,2.9,3.29,0.55,17.0,9.5,Fine
0.65,0.089,0.99803,8.3,40.0,0.1,2.9,3.29,0.55,17.0,9.5,Fine
0.54,0.097,0.99785,7.6,66.0,0.13,2.5,3.39,0.61,24.0,9.4,Fine
0.65,0.089,0.99803,8.3,40.0,0.1,2.9,3.29,0.55,17.0,9.5,Fine
0.48,0.415,0.99656,7.8,32.0,0.68,1.7,3.09,1.06,14.0,9.1,Fine
0.91,0.058,0.99525,7.8,47.0,0.07,1.9,3.51,0.43,22.0,10.7,Fine
0.98,0.057,0.99488,6.3,33.0,0.01,2.0,3.6,0.46,15.0,11.2,Fine
0.87,0.084,0.99656,8.1,31.0,0.0,2.2,3.25,0.5,10.0,9.8,Fine
0.87,0.084,0.99656,8.1,31.0,0.0,2.2,3.25,0.5,10.0,9.8,Fine
0.42,0.092,0.99823,8.8,88.0,0.21,2.5,3.19,0.52,33.0,9.2,Fine
0.58,0.075,0.99779,9.0,104.0,0.25,2.8,3.23,0.57,9.0,9.7,Fine
0.655,0.096,0.99738,9.3,35.0,0.26,2.0,3.25,0.42,5.0,9.6,Fine
0.7,0.069,0.99701,8.8,19.0,0.0,1.7,3.31,0.53,8.0,10.0,Fine
0.655,0.096,0.99738,9.3,35.0,0.26,2.0,3.25,0.42,5.0,9.6,Fine
0.68,0.093,0.99888,9.1,44.0,0.11,2.8,3.31,0.55,11.0,9.5,Fine
0.67,0.091,0.99888,9.2,48.0,0.1,3.0,3.31,0.54,12.0,9.5,Fine
0.59,0.089,0.99738,8.8,74.0,0.18,2.9,3.14,0.54,12.0,9.4,Fine
0.6,0.103,0.99938,7.5,98.0,0.32,2.7,3.45,0.62,13.0,9.5,Fine
0.59,0.082,0.99744,7.1,94.0,0.02,2.3,3.55,0.53,24.0,9.7,Fine
0.72,0.076,0.99668,7.9,32.0,0.01,1.9,3.39,0.54,7.0,9.6,Fine
0.59,0.082,0.99744,7.1,94.0,0.02,2.3,3.55,0.53,24.0,9.7,Fine
0.685,0.082,0.9978,9.4,143.0,0.26,2.4,3.28,0.55,23.0,9.4,Fine
0.57,0.082,0.99782,9.5,144.0,0.27,2.3,3.27,0.55,23.0,9.4,Fine
0.4,0.157,0.9973,7.9,44.0,0.29,1.8,3.3,0.92,1.0,9.5,Fine
0.4,0.157,0.99727,7.9,45.0,0.3,1.8,3.31,0.91,2.0,9.5,Fine
1.0,0.102,0.99586,7.2,16.0,0.0,3.0,3.43,0.46,7.0,10.0,Fine
0.765,0.243,0.99612,6.9,48.0,0.18,2.4,3.4,0.6,5.5,10.3,Fine
0.635,0.241,0.9961,6.9,18.0,0.17,2.4,3.4,0.59,6.0,10.3,Fine
0.43,0.079,0.99788,8.3,34.0,0.3,3.4,3.36,0.61,7.0,10.5,Fine
0.52,0.076,0.99745,7.1,92.0,0.03,2.6,3.5,0.6,21.0,9.8,Fine
0.57,0.19,0.99676,7.0,45.0,0.0,2.0,3.31,0.6,12.0,9.4,Fine
0.46,0.114,0.99732,6.5,37.0,0.14,2.4,3.66,0.65,9.0,9.8,Fine
0.82,0.081,0.99814,9.0,96.0,0.05,2.4,3.36,0.53,26.0,10.0,Fine
0.46,0.114,0.99732,6.5,37.0,0.14,2.4,3.66,0.65,9.0,9.8,Fine
0.59,0.077,0.99746,7.1,85.0,0.01,2.5,3.55,0.59,20.0,9.8,Fine
0.35,0.083,0.9982,9.9,61.0,0.41,2.3,3.21,0.5,11.0,9.5,Fine
0.35,0.083,0.9982,9.9,61.0,0.41,2.3,3.21,0.5,11.0,9.5,Fine
0.56,0.079,0.9991,10.0,58.0,0.24,2.2,3.18,0.56,19.0,10.1,Fine
0.56,0.079,0.9991,10.0,58.0,0.24,2.2,3.18,0.56,19.0,10.1,Fine
0.63,0.099,0.998,8.6,119.0,0.17,2.9,3.09,0.52,21.0,9.3,Fine
0.37,0.082,0.99708,7.4,82.0,0.43,2.6,3.33,0.68,18.0,9.7,Fine
0.64,0.084,0.99818,8.8,130.0,0.17,2.9,3.23,0.54,25.0,9.6,Fine
0.61,0.081,0.99745,7.1,87.0,0.02,2.5,3.48,0.6,17.0,9.7,Fine
0.6,0.055,0.99639,7.7,13.0,0.0,2.6,3.38,0.56,7.0,10.8,Fine
0.27,0.065,0.99531,10.1,26.0,0.54,2.3,3.17,0.53,7.0,12.5,Fine
0.89,0.132,0.99786,10.8,60.0,0.3,2.6,2.99,1.18,7.0,10.2,Fine
0.46,0.126,0.99746,8.7,64.0,0.31,2.5,3.1,0.74,24.0,9.6,Fine
0.5,0.082,0.9987,9.4,14.0,0.34,3.6,3.29,0.52,5.0,10.7,Fine
0.5,0.082,0.9987,9.4,14.0,0.34,3.6,3.29,0.52,5.0,10.7,Fine
0.61,0.082,0.99641,7.2,108.0,0.08,4.0,3.25,0.51,26.0,9.4,Fine
0.55,0.068,0.99735,8.6,17.0,0.09,3.3,3.23,0.44,8.0,10.0,Fine
0.56,0.114,0.9971,7.7,46.0,0.08,2.5,3.24,0.66,14.0,9.6,Fine
0.52,0.084,0.99682,8.4,18.0,0.22,2.7,3.26,0.57,4.0,9.9,Fine
0.53,0.165,0.99702,7.4,12.0,0.12,1.9,3.26,0.86,4.0,9.2,Fine
0.48,0.07,0.99693,7.6,15.0,0.31,2.8,3.22,0.55,4.0,10.3,Fine
0.49,0.068,0.99562,7.3,14.0,0.1,2.6,3.3,0.47,4.0,10.5,Fine
0.5,0.072,1.00012,12.9,24.0,0.55,2.8,3.09,0.68,7.0,10.9,Fine
0.45,0.099,0.99818,10.8,38.0,0.33,2.5,3.24,0.71,20.0,10.8,Fine
0.41,0.103,0.99939,12.6,41.0,0.54,2.8,3.21,0.76,19.0,11.3,Fine
0.45,0.099,0.99818,10.8,38.0,0.33,2.5,3.24,0.71,20.0,10.8,Fine
0.51,0.081,0.9984,9.8,30.0,0.19,3.2,3.23,0.58,8.0,10.5,Fine
0.29,0.084,0.99545,10.8,27.0,0.42,1.6,3.28,0.73,19.0,11.9,Fine
0.715,0.071,0.99632,7.1,47.0,0.0,2.35,3.29,0.45,21.0,9.4,Fine
0.66,0.097,0.99976,9.1,59.0,0.15,3.2,3.28,0.54,9.0,9.6,Fine
0.685,0.099,0.99606,7.0,22.0,0.0,1.9,3.34,0.6,9.0,9.7,Fine
0.54,0.076,0.9973,6.7,36.0,0.13,2.0,3.61,0.64,15.0,9.8,Fine
0.54,0.076,0.9973,6.7,36.0,0.13,2.0,3.61,0.64,15.0,9.8,Fine
0.48,0.068,0.99682,7.1,16.0,0.28,2.8,3.24,0.53,6.0,10.3,Fine
0.46,0.076,0.99624,7.1,37.0,0.14,2.8,3.36,0.49,15.0,10.7,Fine
0.46,0.076,0.99624,7.1,37.0,0.14,2.8,3.36,0.49,15.0,10.7,Fine
0.61,0.071,0.99376,5.9,24.0,0.08,2.1,3.56,0.77,16.0,11.1,Fine
0.61,0.071,0.99376,5.9,24.0,0.08,2.1,3.56,0.77,16.0,11.1,Fine
0.685,0.088,0.99694,8.8,23.0,0.26,1.6,3.32,0.47,16.0,9.4,Fine
0.665,0.066,0.99655,7.6,55.0,0.1,1.5,3.39,0.51,27.0,9.3,Fine
0.5,0.092,0.99647,6.0,26.0,0.04,2.2,3.46,0.47,13.0,10.0,Fine
0.66,0.115,0.99629,6.6,31.0,0.0,3.0,3.45,0.63,21.0,10.3,Fine
0.5,0.119,0.99708,10.6,68.0,0.45,2.6,3.23,0.72,34.0,10.9,Fine
0.685,0.088,0.9963,7.1,92.0,0.35,2.0,3.28,0.62,9.0,9.4,Fine
0.25,0.062,0.9959,9.9,42.0,0.46,1.7,3.18,0.83,26.0,10.6,Fine
0.64,0.081,0.99689,6.4,31.0,0.21,1.8,3.59,0.66,14.0,9.8,Fine
0.64,0.081,0.99689,6.4,31.0,0.21,1.8,3.59,0.66,14.0,9.8,Fine
0.68,0.078,0.9977,7.4,39.0,0.16,1.8,3.5,0.7,12.0,9.9,Fine
0.64,0.081,0.99689,6.4,31.0,0.21,1.8,3.59,0.66,14.0,9.8,Fine
0.63,0.08,0.99689,6.4,32.0,0.21,1.6,3.58,0.66,12.0,9.8,Fine
0.43,0.085,0.99708,9.3,22.0,0.44,1.9,3.28,0.55,9.0,9.5,Fine
0.43,0.085,0.99708,9.3,22.0,0.44,1.9,3.28,0.55,9.0,9.5,Fine
0.42,0.08,0.99801,8.0,122.0,0.32,2.5,3.22,1.07,26.0,9.7,Fine
0.36,0.08,0.99652,9.3,55.0,0.39,1.5,3.47,0.73,41.0,10.9,Fine
0.36,0.08,0.99652,9.3,55.0,0.39,1.5,3.47,0.73,41.0,10.9,Fine
0.36,0.08,0.99652,9.3,55.0,0.39,1.5,3.47,0.73,41.0,10.9,Fine
0.56,0.074,0.99438,6.8,24.0,0.22,1.8,3.4,0.82,15.0,11.2,Fine
0.62,0.077,0.99746,7.2,85.0,0.06,2.7,3.51,0.54,15.0,9.5,Fine
1.01,0.039,0.99357,5.8,88.0,0.66,2.0,3.66,0.6,15.0,11.5,Fine
0.42,0.067,0.99628,7.5,25.0,0.32,2.7,3.24,0.44,7.0,10.4,Fine
0.62,0.078,0.99746,7.2,84.0,0.06,2.5,3.51,0.53,17.0,9.7,Fine
0.62,0.077,0.99746,7.2,85.0,0.06,2.7,3.51,0.54,15.0,9.5,Fine
0.635,0.077,0.99748,7.2,86.0,0.07,2.6,3.51,0.54,16.0,9.7,Fine
0.49,0.071,0.99438,6.8,24.0,0.22,2.3,3.41,0.83,13.0,11.3,Fine
0.51,0.072,0.99438,6.9,22.0,0.23,2.0,3.4,0.84,13.0,11.2,Fine
0.56,0.074,0.99438,6.8,24.0,0.22,1.8,3.4,0.82,15.0,11.2,Fine
0.63,0.08,0.99578,7.6,43.0,0.03,2.0,3.44,0.64,27.0,10.9,Fine
0.715,0.064,0.99371,7.7,43.0,0.01,2.1,3.41,0.57,31.0,11.8,Fine
0.56,0.086,0.99522,6.9,46.0,0.03,1.5,3.53,0.57,36.0,10.6,Fine
0.715,0.064,0.99371,7.7,43.0,0.01,2.1,3.41,0.57,31.0,11.8,Fine
0.61,0.094,0.99787,8.8,69.0,0.19,4.0,3.22,0.5,30.0,10.0,Fine
0.6,0.076,0.99745,7.2,88.0,0.04,2.5,3.53,0.55,18.0,9.5,Fine
0.56,0.078,0.99576,9.2,21.0,0.18,1.6,3.15,0.49,10.0,9.9,Fine
0.715,0.068,0.99533,7.6,35.0,0.0,2.1,3.48,0.65,30.0,11.4,Fine
0.31,0.194,0.99536,8.4,26.0,0.29,3.1,3.22,0.78,14.0,12.0,Fine
0.6,0.076,0.99745,7.2,88.0,0.04,2.5,3.53,0.55,18.0,9.5,Fine
0.61,0.094,0.99787,8.8,69.0,0.19,4.0,3.22,0.5,30.0,10.0,Fine
0.75,0.086,0.99824,8.9,30.0,0.14,2.5,3.34,0.64,9.0,10.5,Fine
0.8,0.083,0.99836,9.0,28.0,0.12,2.4,3.33,0.65,8.0,10.4,Fine
0.57,0.072,0.99491,6.8,64.0,0.0,2.5,3.43,0.56,32.0,11.2,Fine
0.9,0.112,1.00289,10.7,99.0,0.34,6.6,3.22,0.68,23.0,9.3,Fine
0.34,0.071,0.99576,7.2,52.0,0.24,2.0,3.44,0.58,30.0,10.1,Fine
0.66,0.078,0.99743,7.2,86.0,0.03,2.3,3.53,0.57,16.0,9.7,Fine
0.45,0.082,0.99774,10.1,18.0,0.23,1.9,3.22,0.65,10.0,9.3,Fine
0.66,0.078,0.99743,7.2,86.0,0.03,2.3,3.53,0.57,16.0,9.7,Fine
0.63,0.08,0.99745,7.2,88.0,0.03,2.2,3.53,0.58,17.0,9.8,Fine
0.59,0.08,0.9955,7.1,43.0,0.01,2.3,3.42,0.58,27.0,10.7,Fine
0.59,0.08,0.9955,7.1,43.0,0.01,2.3,3.42,0.58,27.0,10.7,Fine
0.31,0.056,0.99562,8.9,39.0,0.36,2.6,3.4,0.69,10.0,11.8,Fine
0.58,0.081,0.998,9.2,115.0,0.2,3.0,3.23,0.59,15.0,9.5,Fine
0.54,0.084,0.9964,7.2,78.0,0.27,2.6,3.39,0.71,12.0,11.0,Fine
0.56,0.079,0.9948,6.1,9.0,0.0,2.2,3.59,0.54,6.0,11.5,Fine
0.52,0.078,0.99528,7.4,61.0,0.13,2.4,3.43,0.59,34.0,10.8,Fine
0.305,0.059,0.99331,7.3,11.0,0.39,1.2,3.29,0.52,7.0,11.5,Fine
0.38,0.132,0.99577,9.3,11.0,0.48,3.8,3.23,0.57,3.0,13.2,Fine
0.28,0.114,0.99901,9.1,9.0,0.46,9.0,3.18,0.6,3.0,10.9,Fine
0.46,0.065,0.99674,10.0,8.0,0.44,2.9,3.33,0.62,4.0,12.2,Fine
0.305,0.059,0.99331,7.3,11.0,0.39,1.2,3.29,0.52,7.0,11.5,Fine
0.315,0.079,0.99512,8.6,6.0,0.4,2.2,3.27,0.67,3.0,11.9,Fine
0.715,0.161,0.99395,5.3,62.0,0.19,1.5,3.62,0.61,7.0,11.0,Fine
0.41,0.084,0.99824,6.8,45.0,0.31,8.8,3.38,0.64,26.0,10.1,Fine
0.36,0.081,0.9964,8.4,79.0,0.32,2.2,3.3,0.72,32.0,11.0,Fine
0.62,0.072,0.99504,8.4,46.0,0.12,1.8,3.38,0.89,38.0,11.8,Fine
0.41,0.091,0.99786,9.6,23.0,0.37,2.3,3.24,0.56,10.0,10.5,Fine
0.36,0.081,0.9964,8.4,79.0,0.32,2.2,3.3,0.72,32.0,11.0,Fine
0.62,0.072,0.99504,8.4,46.0,0.12,1.8,3.38,0.89,38.0,11.8,Fine
0.41,0.084,0.99824,6.8,45.0,0.31,8.8,3.38,0.64,26.0,10.1,Fine
0.47,0.055,0.99516,8.6,28.0,0.27,2.3,3.18,0.8,14.0,11.2,Fine
0.24,0.061,0.99786,9.4,73.0,0.33,2.3,3.47,0.9,52.0,10.2,Fine
0.47,0.055,0.99516,8.6,28.0,0.27,2.3,3.18,0.8,14.0,11.2,Fine
0.61,0.08,0.99746,6.6,25.0,0.01,1.9,3.69,0.73,8.0,10.5,Fine
0.61,0.074,0.99748,7.4,38.0,0.01,2.0,3.48,0.65,13.0,9.8,Fine
0.4,0.078,0.9971,7.6,66.0,0.29,1.9,3.45,0.59,29.0,9.5,Fine
0.61,0.074,0.99748,7.4,38.0,0.01,2.0,3.48,0.65,13.0,9.8,Fine
0.61,0.08,0.99746,6.6,25.0,0.01,1.9,3.69,0.73,8.0,10.5,Fine
0.3,0.06,0.99543,8.8,72.0,0.38,2.3,3.39,0.72,19.0,11.8,Fine
0.3,0.06,0.99543,8.8,72.0,0.38,2.3,3.39,0.72,19.0,11.8,Fine
0.46,0.073,0.99425,6.2,11.0,0.17,1.6,3.61,0.54,7.0,11.4,Fine
0.43,0.082,0.99538,7.6,11.0,0.4,2.7,3.44,0.54,6.0,12.2,Fine
0.21,0.09,0.99648,8.5,23.0,0.52,1.9,3.36,0.67,9.0,10.4,Fine
0.36,0.111,0.99568,9.0,10.0,0.52,2.1,3.31,0.62,5.0,11.3,Fine
0.37,0.088,0.99613,9.5,51.0,0.52,2.0,3.29,0.58,12.0,11.1,Fine
0.59,0.089,0.99735,8.0,32.0,0.05,2.0,3.36,0.61,12.0,10.0,Fine
0.47,0.058,0.99518,8.5,38.0,0.27,1.9,3.16,0.85,18.0,11.1,Fine
0.56,0.078,0.99592,7.1,18.0,0.14,1.6,3.27,0.62,7.0,9.3,Fine
0.57,0.115,0.99654,6.6,16.0,0.02,2.1,3.38,0.69,6.0,9.5,Fine
0.27,0.1,0.99546,8.8,27.0,0.39,2.0,3.15,0.69,20.0,11.2,Fine
0.47,0.058,0.99518,8.5,38.0,0.27,1.9,3.16,0.85,18.0,11.1,Fine
0.34,0.065,0.99554,8.3,48.0,0.4,2.4,3.34,0.86,24.0,11.0,Fine
0.66,0.097,0.99733,8.5,113.0,0.2,2.1,3.13,0.48,23.0,9.2,Fine
0.4,0.068,0.9943,9.0,46.0,0.43,2.4,3.2,0.6,29.0,12.2,Fine
0.56,0.079,0.99669,6.7,22.0,0.09,2.9,3.46,0.61,7.0,10.2,Fine
0.26,0.066,0.99724,10.4,10.0,0.48,1.9,3.33,0.87,6.0,10.9,Fine
0.26,0.066,0.99724,10.4,10.0,0.48,1.9,3.33,0.87,6.0,10.9,Fine
0.34,0.079,0.99605,8.5,12.0,0.44,1.7,3.52,0.63,6.0,10.7,Fine
0.41,0.083,0.997,7.2,72.0,0.3,2.1,3.44,0.52,35.0,9.4,Fine
0.41,0.083,0.997,7.2,72.0,0.3,2.1,3.44,0.52,35.0,9.4,Fine
0.59,0.109,0.99801,8.4,119.0,0.29,2.6,3.15,0.5,31.0,9.1,Fine
0.45,0.075,0.9969,12.2,6.0,0.49,1.4,3.13,0.63,3.0,10.4,Fine
0.5,0.065,0.99774,9.1,17.0,0.3,1.9,3.32,0.71,8.0,10.5,Fine
0.86,0.079,0.99712,9.5,28.0,0.26,1.9,3.25,0.62,13.0,10.0,Fine
0.52,0.07,0.99418,7.3,70.0,0.32,2.1,3.34,0.82,51.0,12.9,Fine
0.5,0.065,0.99774,9.1,17.0,0.3,1.9,3.32,0.71,8.0,10.5,Fine
0.45,0.075,0.9969,12.2,6.0,0.49,1.4,3.13,0.63,3.0,10.4,Fine
0.58,0.064,0.99562,7.4,11.0,0.0,2.0,3.45,0.58,7.0,11.3,Fine
0.36,0.08,0.99693,7.1,70.0,0.3,1.6,3.44,0.5,35.0,9.4,Fine
0.39,0.097,0.99596,7.7,27.0,0.12,1.7,3.16,0.49,19.0,9.4,Fine
0.295,0.073,0.99556,9.7,21.0,0.4,1.5,3.14,0.51,14.0,10.9,Fine
0.39,0.097,0.99596,7.7,27.0,0.12,1.7,3.16,0.49,19.0,9.4,Fine
0.34,0.082,0.99694,7.1,68.0,0.28,2.0,3.45,0.48,31.0,9.4,Fine
0.4,0.076,0.99554,6.5,47.0,0.1,2.0,3.36,0.48,30.0,9.4,Fine
0.34,0.082,0.99694,7.1,68.0,0.28,2.0,3.45,0.48,31.0,9.4,Fine
0.35,0.092,0.99918,10.0,88.0,0.45,2.5,3.15,0.43,20.0,9.4,Fine
0.6,0.079,0.99697,7.7,41.0,0.06,2.0,3.39,0.62,19.0,10.1,Fine
0.84,0.05,0.99554,8.9,10.0,0.34,1.4,3.12,0.48,4.0,9.1,Fine
0.69,0.055,0.99162,6.4,12.0,0.0,1.65,3.47,0.53,7.0,12.9,Fine
0.43,0.081,0.99603,8.2,45.0,0.29,1.6,3.25,0.54,27.0,10.3,Fine
0.5,0.116,0.99722,9.6,55.0,0.36,2.8,3.18,0.68,26.0,10.9,Fine
0.32,0.088,0.9957,8.9,19.0,0.31,2.0,3.17,0.55,12.0,10.4,Fine
1.005,0.102,0.99604,7.7,32.0,0.15,2.1,3.23,0.48,11.0,10.0,Fine
0.71,0.092,0.99635,7.5,31.0,0.0,1.6,3.38,0.58,22.0,10.0,Fine
0.58,0.12,0.99454,8.0,7.0,0.16,2.0,3.22,0.58,3.0,11.2,Fine
0.39,0.075,0.99598,10.5,27.0,0.46,2.2,3.06,0.84,14.0,11.4,Fine
0.18,0.049,0.99007,8.0,109.0,0.37,0.9,2.89,0.44,36.0,12.7,Fine
0.18,0.049,0.99007,8.0,109.0,0.37,0.9,2.89,0.44,36.0,12.7,Fine
0.5,0.078,0.99636,7.0,23.0,0.14,1.8,3.53,0.61,10.0,10.4,Fine
0.36,0.123,0.99642,11.3,8.0,0.66,2.4,3.2,0.53,3.0,11.9,Fine
0.36,0.123,0.99642,11.3,8.0,0.66,2.4,3.2,0.53,3.0,11.9,Fine
0.51,0.062,0.99584,7.0,9.0,0.09,2.1,3.35,0.54,4.0,10.5,Fine
0.32,0.098,0.99506,8.2,9.0,0.42,2.3,3.27,0.55,3.0,12.3,Fine
0.83,0.095,0.99822,8.6,43.0,0.0,2.8,3.33,0.6,17.0,10.4,Fine
0.31,0.066,0.99364,7.9,36.0,0.32,1.9,3.41,0.56,14.0,12.6,Fine
0.795,0.065,0.99378,6.4,52.0,0.0,2.2,3.49,0.52,28.0,11.6,Fine
0.34,0.075,0.99586,7.2,68.0,0.21,2.5,3.37,0.54,41.0,10.1,Fine
0.82,0.095,0.99854,8.1,14.0,0.0,4.1,3.36,0.53,5.0,9.6,Fine
0.57,0.089,0.99592,7.5,27.0,0.08,2.6,3.3,0.59,14.0,10.4,Fine
0.745,0.077,0.99739,8.9,48.0,0.18,2.5,3.2,0.47,15.0,9.7,Fine
0.91,0.074,0.99672,7.3,56.0,0.1,1.8,3.35,0.56,20.0,9.2,Fine
0.5,0.088,0.99692,8.9,39.0,0.21,2.2,3.33,0.83,21.0,11.1,Fine
0.965,0.088,0.99756,7.4,32.0,0.0,2.2,3.58,0.67,16.0,10.2,Fine
